
Namespace(lambda_cd=1, dim_neck=16, dim_emb=256, dim_pre=512, freq=16, data_dir='./spmel', batch_size=2, num_iters=1000000, len_crop=128, lr=0.0001, log_step=10)
/zhome/f6/e/127187/Desktop/autovc/solver_encoder.py:102: UserWarning: Using a target size (torch.Size([2, 1, 128, 80])) that is different to the input size (torch.Size([2, 128, 80])). This will likely lead to incorrect results due to broadcasting. Please ensure they have the same size.
  g_loss_id = F.mse_loss(x_real, x_identic)
/zhome/f6/e/127187/Desktop/autovc/solver_encoder.py:103: UserWarning: Using a target size (torch.Size([2, 1, 128, 80])) that is different to the input size (torch.Size([2, 128, 80])). This will likely lead to incorrect results due to broadcasting. Please ensure they have the same size.
  g_loss_id_psnt = F.mse_loss(x_real, x_identic_psnt)
Finished loading the dataset...
Start training...
Elapsed [0:00:00], Iteration [10/1000000], G/loss_id: 0.1259, G/loss_id_psnt: 1.1047, G/loss_cd: 0.1131
Elapsed [0:00:22], Iteration [130/1000000], G/loss_id: 0.2490, G/loss_id_psnt: 0.2966, G/loss_cd: 0.0515
Elapsed [0:00:24], Iteration [140/1000000], G/loss_id: 0.2414, G/loss_id_psnt: 0.2996, G/loss_cd: 0.0564
Elapsed [0:00:27], Iteration [150/1000000], G/loss_id: 0.3219, G/loss_id_psnt: 0.2286, G/loss_cd: 0.0469
Elapsed [0:00:28], Iteration [160/1000000], G/loss_id: 0.2448, G/loss_id_psnt: 0.2939, G/loss_cd: 0.0429
Elapsed [0:00:30], Iteration [170/1000000], G/loss_id: 0.2693, G/loss_id_psnt: 0.2700, G/loss_cd: 0.0444
Elapsed [0:00:32], Iteration [180/1000000], G/loss_id: 0.2059, G/loss_id_psnt: 0.3415, G/loss_cd: 0.0403
Elapsed [0:00:34], Iteration [190/1000000], G/loss_id: 0.2610, G/loss_id_psnt: 0.2850, G/loss_cd: 0.0375
Elapsed [0:00:36], Iteration [200/1000000], G/loss_id: 0.2799, G/loss_id_psnt: 0.2494, G/loss_cd: 0.0321
Elapsed [0:00:38], Iteration [210/1000000], G/loss_id: 0.2649, G/loss_id_psnt: 0.2749, G/loss_cd: 0.0361
Elapsed [0:00:39], Iteration [220/1000000], G/loss_id: 0.2557, G/loss_id_psnt: 0.2747, G/loss_cd: 0.0354
Elapsed [0:00:41], Iteration [230/1000000], G/loss_id: 0.2537, G/loss_id_psnt: 0.2742, G/loss_cd: 0.0348
Elapsed [0:00:43], Iteration [240/1000000], G/loss_id: 0.2443, G/loss_id_psnt: 0.2977, G/loss_cd: 0.0358
Elapsed [0:00:45], Iteration [250/1000000], G/loss_id: 0.2412, G/loss_id_psnt: 0.2977, G/loss_cd: 0.0328
Elapsed [0:00:47], Iteration [260/1000000], G/loss_id: 0.2549, G/loss_id_psnt: 0.2855, G/loss_cd: 0.0247
Elapsed [0:00:49], Iteration [270/1000000], G/loss_id: 0.3048, G/loss_id_psnt: 0.2301, G/loss_cd: 0.0222
Elapsed [0:00:51], Iteration [280/1000000], G/loss_id: 0.2434, G/loss_id_psnt: 0.2822, G/loss_cd: 0.0281
Elapsed [0:00:52], Iteration [290/1000000], G/loss_id: 0.2515, G/loss_id_psnt: 0.2767, G/loss_cd: 0.0250
Elapsed [0:00:54], Iteration [300/1000000], G/loss_id: 0.2527, G/loss_id_psnt: 0.2704, G/loss_cd: 0.0248
Elapsed [0:00:56], Iteration [310/1000000], G/loss_id: 0.2928, G/loss_id_psnt: 0.2334, G/loss_cd: 0.0199
Elapsed [0:00:58], Iteration [320/1000000], G/loss_id: 0.2447, G/loss_id_psnt: 0.2670, G/loss_cd: 0.0247
Elapsed [0:01:00], Iteration [330/1000000], G/loss_id: 0.2396, G/loss_id_psnt: 0.2812, G/loss_cd: 0.0247
Elapsed [0:01:02], Iteration [340/1000000], G/loss_id: 0.2702, G/loss_id_psnt: 0.2461, G/loss_cd: 0.0222
Elapsed [0:01:04], Iteration [350/1000000], G/loss_id: 0.2609, G/loss_id_psnt: 0.2521, G/loss_cd: 0.0191
Elapsed [0:01:06], Iteration [360/1000000], G/loss_id: 0.1944, G/loss_id_psnt: 0.3361, G/loss_cd: 0.0288
Elapsed [0:01:07], Iteration [370/1000000], G/loss_id: 0.2603, G/loss_id_psnt: 0.2624, G/loss_cd: 0.0184
Elapsed [0:01:09], Iteration [380/1000000], G/loss_id: 0.2683, G/loss_id_psnt: 0.2475, G/loss_cd: 0.0142
Elapsed [0:01:11], Iteration [390/1000000], G/loss_id: 0.2607, G/loss_id_psnt: 0.2493, G/loss_cd: 0.0236
Elapsed [0:01:13], Iteration [400/1000000], G/loss_id: 0.2495, G/loss_id_psnt: 0.2668, G/loss_cd: 0.0173
Elapsed [0:01:15], Iteration [410/1000000], G/loss_id: 0.2556, G/loss_id_psnt: 0.2556, G/loss_cd: 0.0214
Elapsed [0:01:17], Iteration [420/1000000], G/loss_id: 0.2311, G/loss_id_psnt: 0.2789, G/loss_cd: 0.0187
Elapsed [0:01:19], Iteration [430/1000000], G/loss_id: 0.2384, G/loss_id_psnt: 0.2665, G/loss_cd: 0.0196
Elapsed [0:01:21], Iteration [440/1000000], G/loss_id: 0.2446, G/loss_id_psnt: 0.2555, G/loss_cd: 0.0181
Elapsed [0:01:23], Iteration [450/1000000], G/loss_id: 0.2891, G/loss_id_psnt: 0.2316, G/loss_cd: 0.0136
Elapsed [0:01:24], Iteration [460/1000000], G/loss_id: 0.2698, G/loss_id_psnt: 0.2425, G/loss_cd: 0.0180
Elapsed [0:01:26], Iteration [470/1000000], G/loss_id: 0.2609, G/loss_id_psnt: 0.2574, G/loss_cd: 0.0140
Elapsed [0:01:28], Iteration [480/1000000], G/loss_id: 0.2763, G/loss_id_psnt: 0.2332, G/loss_cd: 0.0153
Elapsed [0:01:30], Iteration [490/1000000], G/loss_id: 0.2390, G/loss_id_psnt: 0.2552, G/loss_cd: 0.0190
Elapsed [0:01:32], Iteration [500/1000000], G/loss_id: 0.2255, G/loss_id_psnt: 0.2828, G/loss_cd: 0.0139
Elapsed [0:01:34], Iteration [510/1000000], G/loss_id: 0.3079, G/loss_id_psnt: 0.2007, G/loss_cd: 0.0112
Elapsed [0:01:37], Iteration [520/1000000], G/loss_id: 0.2485, G/loss_id_psnt: 0.2600, G/loss_cd: 0.0125
Elapsed [0:01:38], Iteration [530/1000000], G/loss_id: 0.2425, G/loss_id_psnt: 0.2583, G/loss_cd: 0.0155
Elapsed [0:01:40], Iteration [540/1000000], G/loss_id: 0.2257, G/loss_id_psnt: 0.2768, G/loss_cd: 0.0126
Elapsed [0:01:42], Iteration [550/1000000], G/loss_id: 0.2249, G/loss_id_psnt: 0.2780, G/loss_cd: 0.0156
Elapsed [0:01:44], Iteration [560/1000000], G/loss_id: 0.2570, G/loss_id_psnt: 0.2553, G/loss_cd: 0.0107
Elapsed [0:01:47], Iteration [570/1000000], G/loss_id: 0.2777, G/loss_id_psnt: 0.2212, G/loss_cd: 0.0111
Elapsed [0:01:49], Iteration [580/1000000], G/loss_id: 0.2458, G/loss_id_psnt: 0.2547, G/loss_cd: 0.0105
Elapsed [0:01:51], Iteration [590/1000000], G/loss_id: 0.2298, G/loss_id_psnt: 0.2564, G/loss_cd: 0.0147
Elapsed [0:01:53], Iteration [600/1000000], G/loss_id: 0.2297, G/loss_id_psnt: 0.2642, G/loss_cd: 0.0150
Elapsed [0:01:55], Iteration [610/1000000], G/loss_id: 0.2088, G/loss_id_psnt: 0.2852, G/loss_cd: 0.0119
Elapsed [0:01:57], Iteration [620/1000000], G/loss_id: 0.2587, G/loss_id_psnt: 0.2375, G/loss_cd: 0.0136
Elapsed [0:01:59], Iteration [630/1000000], G/loss_id: 0.2535, G/loss_id_psnt: 0.2354, G/loss_cd: 0.0107
Elapsed [0:02:01], Iteration [640/1000000], G/loss_id: 0.2269, G/loss_id_psnt: 0.2579, G/loss_cd: 0.0126
Elapsed [0:02:03], Iteration [650/1000000], G/loss_id: 0.2296, G/loss_id_psnt: 0.2541, G/loss_cd: 0.0093
Elapsed [0:02:05], Iteration [660/1000000], G/loss_id: 0.2176, G/loss_id_psnt: 0.2675, G/loss_cd: 0.0127
Elapsed [0:02:07], Iteration [670/1000000], G/loss_id: 0.2220, G/loss_id_psnt: 0.2657, G/loss_cd: 0.0116
Elapsed [0:02:09], Iteration [680/1000000], G/loss_id: 0.2535, G/loss_id_psnt: 0.2423, G/loss_cd: 0.0109
Elapsed [0:02:11], Iteration [690/1000000], G/loss_id: 0.2274, G/loss_id_psnt: 0.2613, G/loss_cd: 0.0126
Elapsed [0:02:14], Iteration [700/1000000], G/loss_id: 0.2315, G/loss_id_psnt: 0.2484, G/loss_cd: 0.0127
Elapsed [0:02:16], Iteration [710/1000000], G/loss_id: 0.2476, G/loss_id_psnt: 0.2458, G/loss_cd: 0.0087
Elapsed [0:02:18], Iteration [720/1000000], G/loss_id: 0.2271, G/loss_id_psnt: 0.2495, G/loss_cd: 0.0093
Elapsed [0:02:20], Iteration [730/1000000], G/loss_id: 0.2433, G/loss_id_psnt: 0.2325, G/loss_cd: 0.0106
Elapsed [0:02:22], Iteration [740/1000000], G/loss_id: 0.2349, G/loss_id_psnt: 0.2514, G/loss_cd: 0.0086
Elapsed [0:02:24], Iteration [750/1000000], G/loss_id: 0.2243, G/loss_id_psnt: 0.2519, G/loss_cd: 0.0104
Elapsed [0:02:26], Iteration [760/1000000], G/loss_id: 0.2227, G/loss_id_psnt: 0.2613, G/loss_cd: 0.0134
Elapsed [0:02:29], Iteration [770/1000000], G/loss_id: 0.2246, G/loss_id_psnt: 0.2506, G/loss_cd: 0.0087
Elapsed [0:02:31], Iteration [780/1000000], G/loss_id: 0.2623, G/loss_id_psnt: 0.2178, G/loss_cd: 0.0082
Elapsed [0:02:33], Iteration [790/1000000], G/loss_id: 0.2462, G/loss_id_psnt: 0.2317, G/loss_cd: 0.0085
Elapsed [0:02:35], Iteration [800/1000000], G/loss_id: 0.2346, G/loss_id_psnt: 0.2421, G/loss_cd: 0.0078
Elapsed [0:02:37], Iteration [810/1000000], G/loss_id: 0.2211, G/loss_id_psnt: 0.2463, G/loss_cd: 0.0095
Elapsed [0:02:40], Iteration [820/1000000], G/loss_id: 0.2423, G/loss_id_psnt: 0.2308, G/loss_cd: 0.0098
Elapsed [0:02:42], Iteration [830/1000000], G/loss_id: 0.2422, G/loss_id_psnt: 0.2253, G/loss_cd: 0.0112
Elapsed [0:02:44], Iteration [840/1000000], G/loss_id: 0.1934, G/loss_id_psnt: 0.2813, G/loss_cd: 0.0095
Elapsed [0:02:46], Iteration [850/1000000], G/loss_id: 0.2140, G/loss_id_psnt: 0.2540, G/loss_cd: 0.0119
Elapsed [0:02:48], Iteration [860/1000000], G/loss_id: 0.2364, G/loss_id_psnt: 0.2349, G/loss_cd: 0.0107
Elapsed [0:02:51], Iteration [870/1000000], G/loss_id: 0.2124, G/loss_id_psnt: 0.2527, G/loss_cd: 0.0096
Elapsed [0:02:53], Iteration [880/1000000], G/loss_id: 0.2288, G/loss_id_psnt: 0.2396, G/loss_cd: 0.0070
Elapsed [0:02:55], Iteration [890/1000000], G/loss_id: 0.2197, G/loss_id_psnt: 0.2427, G/loss_cd: 0.0075
Elapsed [0:02:58], Iteration [900/1000000], G/loss_id: 0.2005, G/loss_id_psnt: 0.2659, G/loss_cd: 0.0088
Elapsed [0:03:00], Iteration [910/1000000], G/loss_id: 0.2448, G/loss_id_psnt: 0.2294, G/loss_cd: 0.0059
Elapsed [0:03:02], Iteration [920/1000000], G/loss_id: 0.2201, G/loss_id_psnt: 0.2483, G/loss_cd: 0.0088
Elapsed [0:03:05], Iteration [930/1000000], G/loss_id: 0.2176, G/loss_id_psnt: 0.2425, G/loss_cd: 0.0073
Elapsed [0:03:07], Iteration [940/1000000], G/loss_id: 0.2248, G/loss_id_psnt: 0.2399, G/loss_cd: 0.0056
Elapsed [0:03:09], Iteration [950/1000000], G/loss_id: 0.2299, G/loss_id_psnt: 0.2276, G/loss_cd: 0.0074
Elapsed [0:03:11], Iteration [960/1000000], G/loss_id: 0.2337, G/loss_id_psnt: 0.2278, G/loss_cd: 0.0067
Elapsed [0:03:14], Iteration [970/1000000], G/loss_id: 0.2242, G/loss_id_psnt: 0.2403, G/loss_cd: 0.0069
Elapsed [0:03:16], Iteration [980/1000000], G/loss_id: 0.2267, G/loss_id_psnt: 0.2391, G/loss_cd: 0.0063
Elapsed [0:03:18], Iteration [990/1000000], G/loss_id: 0.2335, G/loss_id_psnt: 0.2259, G/loss_cd: 0.0065
Elapsed [0:03:21], Iteration [1000/1000000], G/loss_id: 0.2051, G/loss_id_psnt: 0.2510, G/loss_cd: 0.0058
Elapsed [0:03:25], Iteration [1010/1000000], G/loss_id: 0.2212, G/loss_id_psnt: 0.2352, G/loss_cd: 0.0107
Elapsed [0:03:30], Iteration [1020/1000000], G/loss_id: 0.2227, G/loss_id_psnt: 0.2353, G/loss_cd: 0.0054
Elapsed [0:03:35], Iteration [1030/1000000], G/loss_id: 0.2432, G/loss_id_psnt: 0.2099, G/loss_cd: 0.0063
Elapsed [0:03:40], Iteration [1040/1000000], G/loss_id: 0.2262, G/loss_id_psnt: 0.2243, G/loss_cd: 0.0072
Elapsed [0:03:45], Iteration [1050/1000000], G/loss_id: 0.2268, G/loss_id_psnt: 0.2263, G/loss_cd: 0.0063
Elapsed [0:03:50], Iteration [1060/1000000], G/loss_id: 0.2360, G/loss_id_psnt: 0.2191, G/loss_cd: 0.0049
Traceback (most recent call last):
  File "/zhome/f6/e/127187/Desktop/autovc/main.py", line 47, in <module>
    main(config)
  File "/zhome/f6/e/127187/Desktop/autovc/main.py", line 20, in main
    solver.train()
  File "/zhome/f6/e/127187/Desktop/autovc/solver_encoder.py", line 113, in train
    g_loss.backward()
  File "/zhome/f6/e/127187/.local/lib/python3.9/site-packages/torch/_tensor.py", line 307, in backward
    torch.autograd.backward(self, gradient, retain_graph, create_graph, inputs=inputs)
  File "/zhome/f6/e/127187/.local/lib/python3.9/site-packages/torch/autograd/__init__.py", line 154, in backward
    Variable._execution_engine.run_backward(
KeyboardInterrupt
